Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1637256143,10,,Aggregated,3.200000,0.000000,180,200,260,270,350,380,1200,1200,1200,1200,1200,101,0,180.0,219.07562549536618,42.981669001164846,1385.0322409998626,109017.46534653465
1637256144,10,GET,facebook,0.900000,0.000000,180,180,200,210,310,310,310,310,310,310,310,28,0,180.0,182.16907228582255,121.078967997164,310.53346899716416,81840.0
1637256144,10,GET,google,1.000000,0.000000,170,270,350,350,380,1200,1200,1200,1200,1200,1200,35,0,79,189.52952165730363,42.981669001164846,1385.0322409998626,14917.857142857143
1637256144,10,GET,microsoft,1.000000,0.000000,200,230,260,260,340,340,340,340,340,340,340,39,0,200.0,270.90975000054385,150.04453300207388,775.9084650024306,210564.46153846153
1637256144,10,,Aggregated,2.900000,0.000000,180,200,230,260,350,380,1200,1200,1200,1200,1200,102,0,180.0,218.62497580421442,42.981669001164846,1385.0322409998626,108094.69607843137
1637256145,10,GET,facebook,1.000000,0.000000,180,180,200,210,310,310,310,310,310,310,310,29,0,180.0,180.43692500013375,121.078967997164,310.53346899716416,81839.96551724138
1637256145,10,GET,google,1.200000,0.000000,170,180,350,350,380,1200,1200,1200,1200,1200,1200,37,0,82,189.35945229738562,42.981669001164846,1385.0322409998626,14918.945945945947
1637256145,10,GET,microsoft,0.900000,0.000000,200,230,260,310,340,340,340,340,340,340,340,41,0,200.0,269.50467378096283,150.04453300207388,775.9084650024306,210543.58536585365
1637256145,10,,Aggregated,3.100000,0.000000,180,200,200,310,350,380,1200,1200,1200,1200,1200,107,0,180.0,217.65104845819275,42.981669001164846,1385.0322409998626,108015.39252336448
1637256146,10,GET,facebook,1.000000,0.000000,160,170,180,180,200,310,310,310,310,310,310,33,0,170.0,177.2650245453185,121.078967997164,310.53346899716416,81840.63636363637
1637256146,10,GET,google,1.100000,0.000000,170,180,200,350,380,1200,1200,1200,1200,1200,1200,38,0,82,189.00201231582813,42.981669001164846,1385.0322409998626,14918.21052631579
1637256146,10,GET,microsoft,0.800000,0.000000,190,200,310,310,340,340,340,340,340,340,340,41,0,200.0,269.50467378096283,150.04453300207388,775.9084650024306,210543.58536585365
1637256146,10,,Aggregated,2.900000,0.000000,180,180,200,310,350,380,1200,1200,1200,1200,1200,112,0,180.0,215.01351699121838,42.981669001164846,1385.0322409998626,106249.28571428571
1637256147,10,GET,facebook,1.100000,0.000000,160,170,180,180,200,310,310,310,310,310,310,33,0,170.0,177.2650245453185,121.078967997164,310.53346899716416,81840.63636363637
1637256147,10,GET,google,1.100000,0.000000,180,180,350,350,380,1200,1200,1200,1200,1200,1200,38,0,82,189.00201231582813,42.981669001164846,1385.0322409998626,14918.21052631579
1637256147,10,GET,microsoft,1.000000,0.000000,200,270,310,310,340,340,340,340,340,340,340,43,0,200.0,267.8352542330516,150.04453300207388,775.9084650024306,210563.7906976744
1637256147,10,,Aggregated,3.200000,0.000000,180,200,200,310,350,380,1200,1200,1200,1200,1200,114,0,180.0,215.33980885980878,42.981669001164846,1385.0322409998626,108086.63157894737
1637256148,10,GET,facebook,1.100000,0.000000,160,160,170,200,310,310,310,310,310,310,310,33,0,170.0,177.2650245453185,121.078967997164,310.53346899716416,81840.63636363637
1637256148,10,GET,google,1.100000,0.000000,180,200,310,350,380,1200,1200,1200,1200,1200,1200,40,0,83,191.76544967504014,42.981669001164846,1385.0322409998626,14918.25
1637256148,10,GET,microsoft,1.000000,0.000000,200,200,270,310,340,340,340,340,340,340,340,44,0,200.0,266.3586484551078,150.04453300207388,775.9084650024306,210573.18181818182
1637256148,10,,Aggregated,3.200000,0.000000,180,200,270,310,350,380,1200,1200,1200,1200,1200,117,0,180.0,215.72772930787914,42.981669001164846,1385.0322409998626,107373.42735042734
1637256149,10,GET,facebook,1.100000,0.000000,160,160,170,200,310,310,310,310,310,310,310,34,0,170.0,176.28371555859783,121.078967997164,310.53346899716416,81840.64705882352
1637256149,10,GET,google,1.200000,0.000000,180,200,310,350,380,1200,1200,1200,1200,1200,1200,40,0,83,191.76544967504014,42.981669001164846,1385.0322409998626,14918.25
1637256149,10,GET,microsoft,0.800000,0.000000,200,200,270,270,310,340,340,340,340,340,340,46,0,200.0,262.2443721743564,150.04453300207388,775.9084650024306,210582.60869565216
1637256149,10,,Aggregated,3.100000,0.000000,180,200,200,310,340,380,1200,1200,1200,1200,1200,120,0,180.0,214.39587863345272,42.981669001164846,1385.0322409998626,108884.26666666666
1637256150,0,GET,facebook,1.100000,0.000000,160,160,170,170,310,310,310,310,310,310,310,34,0,170.0,176.28371555859783,121.078967997164,310.53346899716416,81840.64705882352
1637256150,0,GET,google,1.200000,0.000000,180,310,350,350,380,1200,1200,1200,1200,1200,1200,41,0,160.0,191.10115785375322,42.981669001164846,1385.0322409998626,14917.707317073171
1637256150,0,GET,microsoft,0.800000,0.000000,200,200,270,310,340,340,340,340,340,340,340,46,0,200.0,262.2443721743564,150.04453300207388,775.9084650024306,210582.60869565216
1637256150,0,,Aggregated,3.100000,0.000000,180,200,270,310,350,380,1200,1200,1200,1200,1200,121,0,180.0,213.98375967782317,42.981669001164846,1385.0322409998626,108107.5041322314
1637256151,0,GET,facebook,1.100000,0.000000,160,160,160,160,310,310,310,310,310,310,310,34,0,170.0,176.28371555859783,121.078967997164,310.53346899716416,81840.64705882352
1637256151,0,GET,google,1.200000,0.000000,180,180,200,310,350,350,350,350,350,350,350,41,0,160.0,191.10115785375322,42.981669001164846,1385.0322409998626,14917.707317073171
1637256151,0,GET,microsoft,0.800000,0.000000,200,200,270,310,340,340,340,340,340,340,340,46,0,200.0,262.2443721743564,150.04453300207388,775.9084650024306,210582.60869565216
1637256151,0,,Aggregated,3.100000,0.000000,180,200,200,270,310,340,350,350,350,350,350,121,0,180.0,213.98375967782317,42.981669001164846,1385.0322409998626,108107.5041322314
